filiere,puismaxinstallee
Solaire,54.0
Solaire,66.0
Solaire,94.15
Bioénergies,1740.0
Solaire,50.0
Solaire,100.0
Solaire,48.0
Solaire,66.45
Solaire,214.0
Solaire,
Hydraulique,4200.0
Solaire,76.25
Solaire,230.0
Solaire,90.0
Solaire,42.3
Solaire,61.4
Solaire,49.84
Solaire,99.0
Eolien,6900.0
Solaire,90.82
Solaire,228.0
Solaire,72.79
Solaire,27.82
Solaire,35.85
Eolien,12000.0
Solaire,41.87
Solaire,42.08
Solaire,
Solaire,
Solaire,217.0
Solaire,99.44
Solaire,70.18
Solaire,
Solaire,43.9
Solaire,98.0
Solaire,158.29
Solaire,41.0
Solaire,113.5
Solaire,
Eolien,16000.0
Solaire,89.13
Solaire,142.8
Solaire,65.0
Solaire,38.28
Solaire,60.48
Solaire,216.0
Solaire,100.0
Bioénergies,530.0
Solaire,37.8
Solaire,
Solaire,
Solaire,382.45
Solaire,99.0
Solaire,90.0
Solaire,144.29
Solaire,6500.0
Solaire,100.0
Solaire,80.0
Solaire,179.39
Solaire,46.72
Solaire,100.38
Solaire,
Solaire,
Solaire,96.07
Solaire,13800.0
Solaire,
Solaire,
Solaire,
Solaire,89.0
Solaire,90.42
Solaire,35.0
Solaire,90.0
Solaire,100.0
Solaire,96.0
Solaire,97.0
Solaire,100.0
Solaire,48.9
Solaire,101.18
Solaire,28.3
Eolien,
Eolien,
Solaire,1325.0
Solaire,42.28
Solaire,189.69
Solaire,76.99
Solaire,77.76
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,33.5
Solaire,213.54
Solaire,82.8
Solaire,99.0
Solaire,99.0
Solaire,44.14
Solaire,42.43
Solaire,80.51
Solaire,99.0
Solaire,248.0
Solaire,248.0
Solaire,45.5
Solaire,152.0
Solaire,29.2
Stockage non hydraulique,
Solaire,72.08
Solaire,
Thermique non renouvelable,600000.0
Thermique non renouvelable,433900.0
Thermique non renouvelable,1200.0
Thermique non renouvelable,299.0
Thermique non renouvelable,433900.0
Stockage non hydraulique,25000.0
Solaire,
Solaire,
Solaire,99.0
Solaire,99.0
Solaire,
Solaire,43.57
Solaire,
Solaire,58.4
Solaire,
Thermique non renouvelable,4000.0
Solaire,
Solaire,99.0
Solaire,192.0
Solaire,174.49
Thermique non renouvelable,4468.0
Hydraulique,75.0
Solaire,124.0
Solaire,48.7
Solaire,41.1
Solaire,81.22
Solaire,38.75
Solaire,88.22
Thermique non renouvelable,1623.0
Thermique non renouvelable,7569.0
Solaire,231.0
Solaire,142.82
Thermique non renouvelable,2422.0
Solaire,99.0
Hydraulique,225.0
Solaire,3944.0
Solaire,60.0
Hydraulique,245.0
Solaire,1059.0
Thermique non renouvelable,1211.0
Solaire,100.46
Solaire,222.66
Solaire,26.17
Hydraulique,150.0
Solaire,70.0
Solaire,129.21
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,99.0
Solaire,99.0
Solaire,100.0
Bioénergies,499.0
Solaire,1200.0
Solaire,249.0
Solaire,51.3
Solaire,85.052
Solaire,30.76
Solaire,34.9
Solaire,83.89
Solaire,
Solaire,
Solaire,57.14
Solaire,43.1
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,87.94
Solaire,112.11
Solaire,55.67
Solaire,26.1
Solaire,33.04
Solaire,30.0
Solaire,32.9
Solaire,86.97
Solaire,93.55
Solaire,54.61
Eolien,9000.0
Solaire,145.0
Solaire,63.58
Bioénergies,
Solaire,
Bioénergies,
Solaire,86.38
Eolien,8000.0
Solaire,68.0
Solaire,182.99
Solaire,145.73
Solaire,124.57
Solaire,37.34
Solaire,46.7
Thermique non renouvelable,2090.0
Solaire,100.0
Solaire,99.96
Solaire,73.87
Solaire,1841.0
Solaire,106.63
Solaire,44.7
Solaire,
Solaire,93.155
Autre,210.0
Solaire,51.0
Solaire,774.0
Solaire,115.76
Solaire,70.4
Solaire,
Solaire,65.0
Solaire,
Solaire,
Solaire,99.9
Solaire,37.37
Solaire,99.0
Solaire,29.6
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,
Solaire,70.74
Solaire,42.34
Solaire,99.0
Solaire,99.0
Solaire,
Solaire,
Solaire,
Solaire,57.97
Solaire,43.3
Solaire,99.0
Solaire,43.8
Solaire,81.1
Solaire,70.37
Solaire,50.06
Solaire,80.0
Solaire,60.0
Solaire,67.04
Eolien,10000.0
Solaire,38.1
Solaire,90.88
Solaire,52.1
Solaire,41.21
Solaire,108.0
Solaire,41.95
Solaire,99.0
Solaire,50.0
Solaire,99.0
Solaire,57.54
Eolien,10000.0
Solaire,
Solaire,
Solaire,176.56
Solaire,96.0
Solaire,110.0
Solaire,100.0
Solaire,52.95
Solaire,77.05
Solaire,29.78
Solaire,136.47
Solaire,58.35
Solaire,74.0
Solaire,90.47
Eolien,8800.0
Eolien,8800.0
Solaire,40.4
Solaire,82.0
Solaire,92.0
Solaire,60.78
Solaire,83.0
Solaire,98.0
Solaire,100.0
Solaire,90.0
Solaire,100.0
Solaire,83.0
Solaire,83.0
Solaire,82.8
Solaire,90.0
Bioénergies,250.0
Solaire,90.0
Solaire,90.0
Solaire,82.8
Hydraulique,108.0
Solaire,89.0
Solaire,99.0
Solaire,83.0
Solaire,91.0
Solaire,90.0
Solaire,77.35
Solaire,100.0
Solaire,99.0
Solaire,111.0
Solaire,111.0
Solaire,90.0
Solaire,90.0
Solaire,111.0
Solaire,83.0
Solaire,82.8
Solaire,92.5
Solaire,99.0
Solaire,99.0
Solaire,82.8
Solaire,90.0
Solaire,96.0
Solaire,82.8
Solaire,90.0
Solaire,250.0
Solaire,90.0
Solaire,99.0
Solaire,85.0
Solaire,90.0
Solaire,111.0
Solaire,90.0
Solaire,96.0
Solaire,90.0
Solaire,82.8
Solaire,99.0
Solaire,83.0
Solaire,87.0
Solaire,90.0
Solaire,98.0
Solaire,78.7
Solaire,89.0
Solaire,36.67
Solaire,98.0
Solaire,98.0
Solaire,200.0
Solaire,39.3
Solaire,55.6
Solaire,89.0
Solaire,90.0
Solaire,90.0
Solaire,40.3
Stockage non hydraulique,
Solaire,37.37
Solaire,39.6
Solaire,46.53
Solaire,67.09
Solaire,61.9
Solaire,9000.0
Solaire,98.0
Solaire,98.0
Solaire,40.0
Solaire,51.81
Stockage non hydraulique,
Hydraulique,400.0
Solaire,88.0
Solaire,98.0
Solaire,90.0
Solaire,90.0
Solaire,72.6
Hydraulique,6580.0
Solaire,100.0
Solaire,98.0
Solaire,90.0
Solaire,65.0
Solaire,56.0
Solaire,98.0
Solaire,98.0
Solaire,98.0
Solaire,98.0
Solaire,98.0
Solaire,99.0
Solaire,90.0
Solaire,93.0
Solaire,83.0
Eolien,12300.0
Solaire,67.4
Solaire,90.0
Solaire,98.0
Solaire,100.0
Solaire,98.0
Solaire,99.0
Solaire,99.0
Solaire,100.0
Solaire,90.0
Stockage non hydraulique,
Solaire,98.0
Solaire,50.0
Solaire,98.0
Solaire,198.0
Solaire,55.0
Solaire,76.13
Solaire,82.8
Solaire,103.9
Solaire,53.05
Solaire,34.28
Solaire,41.7
Solaire,90.0
Solaire,74.5
Solaire,52.0
Eolien,11500.0
Hydraulique,4017.0
Solaire,90.0
Solaire,11900.0
Solaire,96.4
Solaire,69.0
Solaire,46.92
Bioénergies,500.0
Solaire,1260.0
Solaire,1266.0
Solaire,95.0
Solaire,94.0
Solaire,98.0
Solaire,98.0
Solaire,69.0
Solaire,35.8
Solaire,64.0
Solaire,54.65
Solaire,98.0
Solaire,98.0
Solaire,82.8
Solaire,99.0
Solaire,90.0
Solaire,90.0
Solaire,83.0
Solaire,90.0
Solaire,82.8
Solaire,82.8
Solaire,83.0
Solaire,38.44
Thermique non renouvelable,6286.0
Bioénergies,2960.0
Solaire,98.0
Solaire,98.0
Solaire,75.0
Solaire,90.0
Solaire,92.92
Solaire,39.91
Solaire,89.0
Solaire,31.56
Solaire,90.0
Hydraulique,67.0
Solaire,64.4
Solaire,47.2
Solaire,44.27
Solaire,90.0
Solaire,83.0
Solaire,82.8
Solaire,106.0
Solaire,83.0
Solaire,111.0
Solaire,99.0
Solaire,85.0
Solaire,100.0
Solaire,39.0
Solaire,98.0
Solaire,98.0
Solaire,68.6
Solaire,90.0
Solaire,88.0
Solaire,90.0
Solaire,138.0
Solaire,180.6
Solaire,96.0
Solaire,90.0
Solaire,99.0
Solaire,55.2
Solaire,89.0
Solaire,102.3
Solaire,83.0
Solaire,57.87
Solaire,82.8
Solaire,90.0
Solaire,158.62
Solaire,76.0
Solaire,90.0
Solaire,82.0
Solaire,83.0
Solaire,70.1
Solaire,98.0
Solaire,83.0
Solaire,98.0
Solaire,82.8
Solaire,90.0
Solaire,90.0
Solaire,98.0
Solaire,94.0
Solaire,90.0
Solaire,311.47
Solaire,90.0
Solaire,90.0
Solaire,90.0
Solaire,32.58
Solaire,90.0
Hydraulique,75.0
Solaire,90.0
Solaire,88.0
Solaire,83.0
Solaire,98.0
Solaire,90.0
Solaire,90.0
Solaire,82.8
Solaire,100.0
Solaire,48.76
Solaire,82.8
Solaire,64.15
Solaire,90.0
Solaire,186.0
Solaire,186.0
Solaire,90.0
Solaire,83.0
Solaire,83.0
Solaire,99.0
Solaire,90.0
Solaire,89.0
Solaire,90.0
Solaire,61.0
Solaire,43.73
Solaire,90.0
Solaire,104.8
Solaire,90.0
Solaire,82.0
Solaire,31.0
Solaire,77.67
Solaire,258.57
Bioénergies,1000.0
Thermique non renouvelable,1000.0
Solaire,40.0
Solaire,28.8
Solaire,90.0
Thermique non renouvelable,700.0
Solaire,194.0
Solaire,98.0
Solaire,98.0
Solaire,100.0
Solaire,90.0
Solaire,82.8
Solaire,82.0
Solaire,89.0
Solaire,41.36
Solaire,213.0
Solaire,64.0
Solaire,151.0
Solaire,111.0
Autre,11750.0
Eolien,11750.0
Eolien,4700.0
Eolien,11750.0
Solaire,56.0
Solaire,89.0
Solaire,132.91
Solaire,100.0
Solaire,39.0
Solaire,90.0
Solaire,82.8
Solaire,90.0
Solaire,90.0
Solaire,61.32
Solaire,90.0
Solaire,80.0
Solaire,88.0
Solaire,98.0
Solaire,249.0
Solaire,99.0
Solaire,82.0
Solaire,90.0
Solaire,96.0
Solaire,55.0
Solaire,99.0
Hydraulique,182.0
Solaire,98.0
Solaire,99.0
Solaire,90.0
Solaire,91.0
Solaire,89.0
Solaire,61.36
Solaire,90.0
Solaire,90.0
Solaire,60.0
Solaire,83.0
Solaire,71.5
Solaire,98.0
Solaire,93.96
Solaire,98.0
Solaire,98.0
Solaire,98.0
Solaire,98.0
Solaire,98.0
Solaire,208.0
Solaire,96.0
Solaire,98.0
Solaire,33.85
Solaire,83.0
Solaire,85.0
Solaire,100.0
Solaire,83.0
Solaire,100.0
Solaire,100.0
Solaire,100.0
Solaire,35.24
Solaire,100.0
Solaire,99.0
Solaire,228.0
Solaire,83.0
Solaire,85.0
Hydraulique,1500.0
Solaire,98.0
Solaire,83.0
Solaire,63.0
Solaire,89.0
Solaire,193.2
Solaire,99.0
Solaire,96.0
Solaire,89.0
Solaire,99.8
Solaire,4290.0
Solaire,67.02
Stockage non hydraulique,
Solaire,99.0
Solaire,41.8
Solaire,186.0
Solaire,90.0
Solaire,99.0
Solaire,83.0
Solaire,82.8
Solaire,97.56
Stockage non hydraulique,
Solaire,90.0
Solaire,90.0
Solaire,40.5
Solaire,77.0
Solaire,111.0
Solaire,110.88
Solaire,53.1
Solaire,100.0
Solaire,90.0
Solaire,108.6
Solaire,99.0
Solaire,43.9
Solaire,90.0
Solaire,186.0
Solaire,85.0
Solaire,39.9
Solaire,123.0
Solaire,83.0
Solaire,60.0
Solaire,90.0
Solaire,98.0
Solaire,98.0
Solaire,98.0
Solaire,82.8
Solaire,99.0
Solaire,83.0
Solaire,99.0
Solaire,83.0
Solaire,90.0
Solaire,50.49
Solaire,120.45
Solaire,88.0
Solaire,38.18
Solaire,92.0
Solaire,120.0
Solaire,92.0
Solaire,138.0
Solaire,59.0
Solaire,94.0
Solaire,38.8
Solaire,89.0
Solaire,96.0
Solaire,88.5
Solaire,59.83
Solaire,67.38
Solaire,82.8
Solaire,90.0
Solaire,5000.0
Solaire,96.0
Solaire,9000.0
Solaire,9000.0
Solaire,96.0
Solaire,90.0
Solaire,99.0
Solaire,82.8
Solaire,90.0
Solaire,90.0
Solaire,90.0
Solaire,100.0
Solaire,58.92
Solaire,44.7
Solaire,80.72
Solaire,103.67
Thermique non renouvelable,4212.0
Solaire,40.0
Solaire,37.79
Solaire,83.0
Solaire,113.54
Solaire,74.27
Solaire,267.86
Solaire,37.68
Solaire,28.28
Solaire,38.4
Thermique non renouvelable,4252.0
Solaire,92.74
Solaire,61.74
Solaire,40.76
Solaire,157.37
Solaire,29.04
Solaire,40.5
Solaire,87.3
Solaire,66.06
Solaire,150.36
Solaire,91.0
Solaire,248.5
Solaire,76.12
Solaire,40.5
Solaire,97.0
Solaire,90.0
Solaire,51.97
Solaire,100.0
Solaire,88.82
Solaire,63.21
Solaire,56.06
Solaire,60.57
Solaire,175.0
Solaire,57.8
Solaire,36.0
Solaire,27.4
Solaire,30.63
Solaire,36.57
Solaire,140.0
Solaire,33.9
Solaire,34.46
Solaire,34.9
Solaire,60.99
Solaire,47.82
Solaire,57.9
Solaire,40.17
Solaire,51.92
Eolien,14400.0
Solaire,99.72
Solaire,63.71
Solaire,40.12
Solaire,29.14
Solaire,63.98
Solaire,154.17
Solaire,108.56
Solaire,61.68
Solaire,209.0
Solaire,90.0
Thermique non renouvelable,1100.0
Solaire,40.92
Solaire,96.0
Solaire,83.2
Solaire,120.52
Solaire,27.42
Solaire,82.93
Solaire,44.43
Solaire,47.46
Solaire,44.84
Eolien,10000.0
Eolien,8000.0
Solaire,32.3
Solaire,120.24
Bioénergies,150.0
Solaire,159.0
Solaire,52.58
Solaire,37.5
Solaire,56.1
Solaire,38.39
Solaire,79.38
Solaire,43.95
Solaire,44.97
Solaire,30.64
Solaire,42.87
Solaire,93.21
Eolien,10800.0
Eolien,12000.0
Eolien,12000.0
Solaire,52.0
Solaire,39.0
Solaire,61.52
Solaire,85.0
Bioénergies,4260.0
Solaire,72.56
Solaire,56.6
Solaire,38.38
Solaire,44.54
Solaire,127.5
Solaire,226.65
Solaire,80.0
Solaire,73.28
Thermique non renouvelable,
Eolien,750.0
Solaire,48.02
Solaire,104.0
Solaire,60.0
Solaire,30.85
Solaire,28.56
Thermique non renouvelable,563000.0
Solaire,41.78
Solaire,98.1
Solaire,49.56
Solaire,50.0
Solaire,80.0
Solaire,80.98
Solaire,90.0
Solaire,67.08
Eolien,6600.0
Eolien,9900.0
Solaire,98.52
Solaire,37.52
Solaire,38.0
Solaire,33.23
Solaire,44.22
Solaire,45.13
Solaire,77.06
Eolien,16500.0
Eolien,29700.0
Solaire,30.35
Solaire,32.48
Solaire,64.49
Solaire,84.17
Solaire,26.27
Solaire,57.12
Solaire,57.34
Solaire,74.3
Bioénergies,478.0
Solaire,231.0
Solaire,39.49
Eolien,12800.0
Solaire,42.97
Eolien,12800.0
Solaire,100.0
Solaire,82.8
Solaire,47.64
Solaire,153.22
Thermique non renouvelable,971.0
Thermique non renouvelable,48.0
Thermique non renouvelable,48.0
Thermique non renouvelable,247.0
Solaire,57.0
Solaire,49.68
Solaire,64.66
Solaire,29.6
Solaire,40.8
Solaire,47.41
Solaire,80.21
Solaire,41.8
Solaire,103.9
Solaire,68.9
Solaire,30.62
Solaire,61.9
Solaire,60.0
Solaire,175.0
Solaire,41.1
Solaire,93.97
Solaire,29.3
Solaire,33.17
Solaire,51.5
Solaire,67.86
Solaire,65.15
Solaire,46.64
Solaire,29.5
Solaire,42.0
Solaire,64.07
Solaire,34.5
Solaire,63.96
Solaire,40.36
Solaire,61.37
Solaire,92.57
Solaire,42.72
Solaire,73.0
Solaire,55.0
Solaire,38.75
Solaire,96.73
Solaire,57.25
Solaire,80.16
Solaire,100.0
Solaire,42.4
Solaire,45.3
Solaire,139.78
Solaire,47.95
Solaire,82.3
Solaire,90.0
Solaire,48.76
Solaire,64.47
Stockage non hydraulique,4880.0
Solaire,63.76
Bioénergies,303.0
Solaire,133.6
Solaire,79.8
Solaire,49.18
Solaire,109.81
Solaire,46.06
Eolien,6600.0
Eolien,9900.0
Solaire,55.0
Solaire,11907.0
Solaire,1493.63
Autre,2000.0
Solaire,43.8
Solaire,38.22
Autre,8000.0
Solaire,41.8
Bioénergies,6370.0
Solaire,92.0
Solaire,50.32
Solaire,48.6
Solaire,36.7
Thermique non renouvelable,3585.0
Solaire,66.0
Thermique non renouvelable,4158.0
Stockage non hydraulique,30000.0
Stockage non hydraulique,25000.0
Solaire,45.1
Bioénergies,7150.0
Solaire,89.3
Thermique non renouvelable,3585.0
Thermique non renouvelable,6500.0
Solaire,54.0
Thermique non renouvelable,
Solaire,36.6
Solaire,546.02
Thermique non renouvelable,225.0
Thermique non renouvelable,1170.0
Solaire,83.6
Solaire,29.74
Solaire,45.8
Solaire,42.08
Solaire,38.06
Solaire,105.0
Solaire,105.0
Solaire,54.0
Solaire,
Solaire,598.0
Solaire,58.85
Solaire,34.75
Solaire,75.0
Solaire,39.8
Solaire,38.63
Solaire,105.0
Solaire,114.75
Solaire,44.32
Solaire,26.92
Solaire,47.88
Solaire,41.54
Solaire,72.08
Solaire,64.5
Solaire,89.0
Solaire,90.0
Solaire,55.0
Solaire,95.0
Solaire,74.24
Solaire,67.16
Solaire,30.6
Solaire,38.83
Solaire,61.5
Solaire,134.56
Solaire,63.82
Solaire,35.55
Solaire,78.67
Solaire,29.87
Solaire,76.9
Solaire,35.82
Solaire,35.27
Solaire,30.7
Solaire,29.3
Solaire,60.84
Solaire,42.88
Solaire,28.13
Solaire,43.29
Solaire,39.45
Solaire,34.0
Solaire,37.14
Solaire,42.04
Solaire,80.4
Eolien,10800.0
Eolien,10800.0
Solaire,57.5
Solaire,103.28
Solaire,54.77
Solaire,92.4
Solaire,44.69
Solaire,217.5
Solaire,72.31
Solaire,80.0
Solaire,62.0
Solaire,242.3
Solaire,49.0
Bioénergies,110.0
Solaire,86.37
Solaire,57.42
Solaire,35.8
Solaire,73.84
Solaire,82.8
Solaire,70.49
Solaire,36.73
Solaire,51.45
Solaire,125.0
Solaire,70.18
Solaire,118.35
Solaire,90.0
Solaire,53.2
Solaire,34.66
Solaire,37.2
Solaire,106.62
Solaire,65.15
Solaire,89.8
Solaire,75.14
Solaire,43.4
Solaire,90.02
Solaire,117.8
Solaire,550.0
Bioénergies,44.0
Solaire,90.0
Solaire,90.0
Solaire,95.04
Thermique non renouvelable,239000.0
Thermique non renouvelable,165000.0
Solaire,230.01
Thermique non renouvelable,165000.0
Thermique non renouvelable,239000.0
Thermique non renouvelable,10000.0
Thermique non renouvelable,5600.0
Nucléaire,910000.0
Nucléaire,910000.0
Nucléaire,910000.0
Nucléaire,910000.0
Nucléaire,910000.0
Nucléaire,910000.0
Solaire,81.03
Solaire,105.0
Bioénergies,44.0
Solaire,30.7
Solaire,82.8
Solaire,85.65
Solaire,84.61
Bioénergies,16700.0
Solaire,58.17
Solaire,51.72
Solaire,124.31
Bioénergies,16700.0
Solaire,38.34
Solaire,65.78
Solaire,68.94
Solaire,42.54
Thermique non renouvelable,3500.0
Thermique non renouvelable,47000.0
Thermique non renouvelable,7500.0
Solaire,57.43
Solaire,206.0
Solaire,36.9
Eolien,9900.0
Solaire,35.02
Eolien,9900.0
Solaire,32.3
Solaire,103.46
Solaire,59.0
Solaire,55.0
Solaire,36.29
Solaire,28.42
Solaire,91.14
Solaire,78.81
Solaire,99.75
Bioénergies,160.0
Solaire,99.84
Solaire,100.0
Thermique non renouvelable,1100.0
Solaire,70.01
Solaire,99.83
Solaire,90.0
Solaire,70.76
Solaire,42.2
Solaire,184.54
Solaire,29.8
Solaire,42.1
Solaire,152.09
Solaire,70.62
Solaire,90.9
Solaire,249.0
Solaire,72.44
Solaire,249.0
Solaire,227.0
Bioénergies,230.0
Solaire,40.2
Solaire,36.09
Solaire,100.0
Solaire,152.8
Solaire,75.9
Thermique non renouvelable,3200.0
Solaire,78.5
Solaire,65.97
Solaire,30.62
Solaire,67.13
Solaire,41.34
Solaire,90.55
Solaire,40.97
Solaire,77.4
Eolien,7200.0
Eolien,14400.0
Eolien,3600.0
Solaire,42.17
Solaire,61.5
Solaire,44.38
Solaire,56.1
Solaire,31.27
Solaire,72.0
Solaire,52.87
Solaire,43.31
Solaire,68.17
Solaire,47.02
Thermique non renouvelable,1498.0
Solaire,178.56
Solaire,93.1
Solaire,93.0
Solaire,116.16
Solaire,59.7
Thermique non renouvelable,2000.0
Eolien,12000.0
Solaire,1100.0
Solaire,46.0
Solaire,223.2
Bioénergies,250.0
Solaire,108.79
Solaire,28.99
Solaire,55.0
Solaire,62.84
Solaire,33.36
Solaire,48.35
Thermique non renouvelable,9400.0
Solaire,53.52
Solaire,150.0
Solaire,83.05
Solaire,75.0
Solaire,46.0
Solaire,75.0
Solaire,46.48
Solaire,47.0
Solaire,45.3
Bioénergies,1545.0
Solaire,45.63
Bioénergies,150.0
Solaire,71.2
Solaire,373.0
Solaire,85.84
Solaire,52.0
Solaire,948.05
Thermique non renouvelable,1930.0
Solaire,152.0
Thermique non renouvelable,12000.0
Solaire,52.0
Solaire,80.0
Solaire,40.0
Solaire,25.81
Solaire,60.8
Thermique non renouvelable,46000.0
Solaire,132.0
Thermique non renouvelable,10400.0
Solaire,230.0
Thermique non renouvelable,2400.0
Solaire,60.0
Solaire,90.0
Thermique non renouvelable,850.0
Solaire,72.46
Solaire,48.68
Solaire,50.03
Solaire,49.79
Solaire,49.57
Solaire,60.0
Solaire,63.9
Solaire,39.4
Eolien,12000.0
Bioénergies,1200.0
Thermique non renouvelable,1520.0
Solaire,13500.0
Solaire,26.21
Eolien,11000.0
Solaire,35.1
Solaire,37.6
Solaire,35.3
Solaire,30.3
Solaire,99.75
Solaire,52.2
Solaire,40.0
Solaire,65.48
Solaire,68.82
Solaire,71.0
Solaire,60.0
Solaire,130.83
Solaire,57.12
Solaire,40.5
Solaire,34.55
Solaire,26.92
Solaire,147.37
Solaire,210.0
Solaire,68.67
Solaire,56.6
Solaire,100.29
Solaire,72.86
Solaire,71.73
Solaire,70.0
Solaire,32.78
Bioénergies,1250.0
Solaire,105.1
Solaire,99.71
Solaire,43.44
Solaire,35.2
Solaire,30.58
Solaire,124.0
Solaire,105.0
Solaire,46.39
Solaire,152.85
Solaire,10098.0
Solaire,53.1
Bioénergies,6930.0
Thermique non renouvelable,1380.0
Solaire,210.0
Solaire,107.25
Solaire,36.65
Solaire,35.65
Solaire,115.25
Solaire,33.25
Solaire,83.2
Solaire,1248.0
Solaire,210.0
Solaire,78.49
Solaire,75.0
Solaire,135.0
Solaire,82.8
Solaire,132.5
Solaire,92.25
Solaire,67.93
Solaire,31.69
Eolien,6600.0
Eolien,9900.0
Solaire,62.7
Solaire,57.84
Solaire,123.61
Thermique non renouvelable,7620.0
Thermique non renouvelable,4330.0
Solaire,80.0
Solaire,120.98
Solaire,27.24
Solaire,35.2
Solaire,211.0
Solaire,210.0
Bioénergies,250.0
Solaire,210.0
Solaire,598.0
Solaire,84.79
Solaire,82.08
Solaire,96.89
Solaire,184.2
Solaire,70.23
Solaire,40.85
Solaire,85.9
Solaire,51.71
Solaire,54.32
Solaire,35.69
Solaire,38.2
Solaire,39.2
Solaire,105.0
Solaire,97.97
Solaire,38.01
Solaire,12600.0
Solaire,6600.0
Solaire,8000.0
Solaire,32.5
Solaire,95.2
Solaire,95.0
Solaire,95.0
Solaire,36.28
Solaire,46.55
Solaire,47.0
Solaire,72.14
Autre,
Solaire,56.2
Eolien,800.0
Solaire,80.5
Solaire,56.4
Solaire,58.66
Solaire,48.44
Solaire,32.3
Solaire,144.0
Solaire,108.0
Solaire,13670.0
Solaire,175.0
Solaire,27.03
Solaire,61.07
Solaire,29.07
Solaire,33.97
Solaire,36.23
Solaire,31.81
Thermique non renouvelable,3260.0
Thermique non renouvelable,3260.0
Solaire,69.5
Solaire,72.7
Solaire,47.14
Solaire,36.7
Thermique non renouvelable,450000.0
Solaire,4176.0
Solaire,
Solaire,8700.0
Solaire,42.92
Solaire,30.18
Solaire,33.64
Bioénergies,44.0
Solaire,40.0
Solaire,63.5
Thermique non renouvelable,3282.0
Eolien,24150.0
Solaire,10150.0
Eolien,20700.0
Solaire,9700.0
Solaire,86.37
Solaire,246.6
Solaire,90.0
Solaire,77.08
Solaire,44.74
Solaire,32.16
Solaire,41.56
Solaire,56.62
Solaire,65.07
Eolien,10800.0
Eolien,6000.0
Solaire,70.0
Solaire,79.77
Solaire,43.2
Solaire,34.1
Solaire,74.16
Solaire,32.08
Solaire,40.43
Solaire,42.95
Solaire,55.08
Solaire,55.08
Solaire,39.55
Solaire,42.9
Bioénergies,1700.0
Solaire,82.8
Solaire,93.3
Solaire,90.84
Solaire,46.54
Solaire,36.7
Solaire,56.0
Solaire,58.24
Solaire,91.12
Thermique non renouvelable,1200.0
Solaire,24.51
Solaire,98.0
Solaire,63.45
Solaire,37.52
Solaire,37.2
Solaire,33.3
Solaire,44.36
Solaire,38.41
Solaire,98.66
Solaire,72.0
Thermique non renouvelable,4120.0
Thermique non renouvelable,1130.0
Solaire,80.0
Solaire,81.0
Thermique non renouvelable,2523.0
Thermique non renouvelable,4000.0
Solaire,51.0
Thermique non renouvelable,2523.0
Solaire,80.0
Solaire,304.36
Solaire,45.0
Solaire,68.33
Solaire,210.7
Solaire,62.15
Solaire,32.2
Solaire,43.18
Solaire,85.0
Solaire,1000.0
Solaire,37.69
Solaire,66.21
Solaire,94.5
Solaire,50.72
Solaire,56.33
Solaire,38.9
Solaire,46.45
Solaire,70.01
Solaire,35.57
Solaire,33.11
Solaire,85.37
Solaire,25.76
Solaire,38.79
Solaire,48.9
Bioénergies,44.0
Solaire,97.0
Solaire,82.8
Solaire,29.7
Solaire,42.9
Solaire,58.03
Solaire,75.89
Bioénergies,10700.0
Thermique non renouvelable,3352.0
Solaire,51.4
Solaire,26.85
Solaire,40.03
Solaire,93.0
Solaire,126.0
Solaire,232.65
Solaire,35.4
Solaire,49.81
Solaire,45.3
Solaire,41.88
Solaire,71.77
Solaire,57.11
Solaire,40.66
Solaire,62.76
Solaire,44.52
Solaire,92.0
Solaire,227.07
Thermique non renouvelable,1131.0
Solaire,63.0
Thermique non renouvelable,6000.0
Eolien,2000.0
Solaire,64.0
Solaire,78.14
Solaire,95.0
Solaire,87.5
Solaire,31.2
Solaire,135.8
Solaire,40.21
Thermique non renouvelable,3393.0
Solaire,44.32
Solaire,127.5
Solaire,34.95
Eolien,12920.0
Eolien,12920.0
Solaire,194.0
Solaire,49.4
Solaire,67.74
Solaire,28.5
Solaire,27.04
Solaire,68.68
Solaire,41.95
Bioénergies,244.0
Solaire,65.74
Solaire,95.0
Solaire,99.75
Solaire,222.0
Solaire,86.58
Solaire,58.07
Solaire,96.0
Solaire,210.0
Solaire,90.0
Solaire,191.68
Solaire,99.83
Solaire,213.11
Solaire,24.5
Solaire,95.18
Solaire,61.96
Solaire,27.64
Solaire,65.42
Solaire,27.4
Solaire,41.3
Solaire,60.67
Solaire,27.86
Solaire,28.4
Solaire,46.85
Solaire,61.16
Solaire,68.5
Solaire,42.94
Solaire,27.68
Thermique non renouvelable,230.0
Solaire,29.9
Solaire,40.0
Solaire,35.57
Solaire,362.88
Thermique non renouvelable,850.0
Solaire,63.0
Solaire,72.08
Solaire,80.6
Solaire,45.1
Solaire,49.3
Solaire,90.0
Solaire,210.0
Solaire,61.8
Solaire,94.1
Solaire,237.51
Solaire,1150.0
Thermique non renouvelable,4400.0
Solaire,29.98
Solaire,39.8
Solaire,42.28
Solaire,95.78
